crop001001a.bmp 1 0 0 96 160
crop001001b.bmp 1 0 0 96 160
crop001001c.bmp 1 0 0 96 160
crop001001d.bmp 1 0 0 96 160
crop001001e.bmp 1 0 0 96 160
crop001001f.bmp 1 0 0 96 160
crop001002a.bmp 1 0 0 96 160
crop001002b.bmp 1 0 0 96 160
crop001002c.bmp 1 0 0 96 160
crop001002d.bmp 1 0 0 96 160
crop001003a.bmp 1 0 0 96 160
crop001003b.bmp 1 0 0 96 160
crop001003c.bmp 1 0 0 96 160
crop001003d.bmp 1 0 0 96 160
crop001004a.bmp 1 0 0 96 160
crop001004b.bmp 1 0 0 96 160
crop001004c.bmp 1 0 0 96 160
crop001004d.bmp 1 0 0 96 160
crop001005a.bmp 1 0 0 96 160
crop001005b.bmp 1 0 0 96 160
crop001005c.bmp 1 0 0 96 160
crop001005d.bmp 1 0 0 96 160
crop001006a.bmp 1 0 0 96 160
crop001006b.bmp 1 0 0 96 160
crop001006c.bmp 1 0 0 96 160
crop001006d.bmp 1 0 0 96 160
crop001007a.bmp 1 0 0 96 160
crop001007b.bmp 1 0 0 96 160
crop001007c.bmp 1 0 0 96 160
crop001007d.bmp 1 0 0 96 160
crop001007e.bmp 1 0 0 96 160
crop001007f.bmp 1 0 0 96 160
crop001007g.bmp 1 0 0 96 160
crop001007h.bmp 1 0 0 96 160
crop001007i.bmp 1 0 0 96 160
crop001007j.bmp 1 0 0 96 160
crop001008a.bmp 1 0 0 96 160
crop001008b.bmp 1 0 0 96 160
crop001008c.bmp 1 0 0 96 160
crop001008d.bmp 1 0 0 96 160
crop001009a.bmp 1 0 0 96 160
crop001009b.bmp 1 0 0 96 160
crop001010a.bmp 1 0 0 96 160
crop001010b.bmp 1 0 0 96 160
crop001011a.bmp 1 0 0 96 160
crop001011b.bmp 1 0 0 96 160
crop001011c.bmp 1 0 0 96 160
crop001011d.bmp 1 0 0 96 160
crop001012a.bmp 1 0 0 96 160
crop001012b.bmp 1 0 0 96 160
crop001013a.bmp 1 0 0 96 160
crop001013b.bmp 1 0 0 96 160
crop001014a.bmp 1 0 0 96 160
crop001014b.bmp 1 0 0 96 160
crop001015a.bmp 1 0 0 96 160
crop001015b.bmp 1 0 0 96 160
crop001016a.bmp 1 0 0 96 160
crop001016b.bmp 1 0 0 96 160
crop001017a.bmp 1 0 0 96 160
crop001017b.bmp 1 0 0 96 160
crop001018a.bmp 1 0 0 96 160
crop001018b.bmp 1 0 0 96 160
crop001019a.bmp 1 0 0 96 160
crop001019b.bmp 1 0 0 96 160
crop001020a.bmp 1 0 0 96 160
crop001020b.bmp 1 0 0 96 160
crop001021a.bmp 1 0 0 96 160
crop001021b.bmp 1 0 0 96 160
crop001022a.bmp 1 0 0 96 160
crop001022b.bmp 1 0 0 96 160
crop001023a.bmp 1 0 0 96 160
crop001023b.bmp 1 0 0 96 160
crop001023c.bmp 1 0 0 96 160
crop001023d.bmp 1 0 0 96 160
crop001024a.bmp 1 0 0 96 160
crop001024b.bmp 1 0 0 96 160
crop001025a.bmp 1 0 0 96 160
crop001025b.bmp 1 0 0 96 160
crop001026a.bmp 1 0 0 96 160
crop001026b.bmp 1 0 0 96 160
crop001026c.bmp 1 0 0 96 160
crop001026d.bmp 1 0 0 96 160
crop001026e.bmp 1 0 0 96 160
crop001026f.bmp 1 0 0 96 160
crop001027a.bmp 1 0 0 96 160
crop001027b.bmp 1 0 0 96 160
crop001028a.bmp 1 0 0 96 160
crop001028b.bmp 1 0 0 96 160
crop001029a.bmp 1 0 0 96 160
crop001029b.bmp 1 0 0 96 160
crop001030a.bmp 1 0 0 96 160
crop001030b.bmp 1 0 0 96 160
crop001030c.bmp 1 0 0 96 160
crop001030d.bmp 1 0 0 96 160
crop001031a.bmp 1 0 0 96 160
crop001031b.bmp 1 0 0 96 160
crop001032a.bmp 1 0 0 96 160
crop001032b.bmp 1 0 0 96 160
crop001033a.bmp 1 0 0 96 160
crop001033b.bmp 1 0 0 96 160
crop001034a.bmp 1 0 0 96 160
crop001034b.bmp 1 0 0 96 160
crop001035a.bmp 1 0 0 96 160
crop001035b.bmp 1 0 0 96 160
crop001036a.bmp 1 0 0 96 160
crop001036b.bmp 1 0 0 96 160
crop001037a.bmp 1 0 0 96 160
crop001037b.bmp 1 0 0 96 160
crop001038a.bmp 1 0 0 96 160
crop001038b.bmp 1 0 0 96 160
crop001038c.bmp 1 0 0 96 160
crop001038d.bmp 1 0 0 96 160
crop001038e.bmp 1 0 0 96 160
crop001038f.bmp 1 0 0 96 160
crop001038g.bmp 1 0 0 96 160
crop001038h.bmp 1 0 0 96 160
crop001039a.bmp 1 0 0 96 160
crop001039b.bmp 1 0 0 96 160
crop001039c.bmp 1 0 0 96 160
crop001039d.bmp 1 0 0 96 160
crop001040a.bmp 1 0 0 96 160
crop001040b.bmp 1 0 0 96 160
crop001042a.bmp 1 0 0 96 160
